doi,issued,fname1,lname1,orcid1,affiliation1,org1,city1,region1,country1,fname2,lname2,orcid2,affiliation2,org2,city2,region2,country2,unique_place_id,lat2,lng2
10.1139/cjc-2024-0249,2025-03-24,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Lauren J.,Wentzell,,"Mount Allison University, Chemistry and Biochemistry, Sackville, New Brunswick, Canada;",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Giao N.,Ngô,/0000-0002-6695-0151,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,SunMin,Park,/0000-0002-2404-6375,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Hailey M.,Stack,/0009-0005-4079-4970,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Jillian L.,Rourke,/0000-0001-6286-9463,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Jennifer A.,Melanson,/0000-0002-7491-3705,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1139/cjc-2023-0043,2024-03-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Stephen A.,Westcott,/0000-0002-5324-2295,"Department of Chemistry and Biochemistry, Mount Allison University",,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Jennifer A.,Melanson,/0000-0002-7491-3705,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Maxim F.,Landry,,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Martin,Lanteigne,,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Katherine,McQuillan,,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Hebelin,Correa,/0000-0003-4537-6573,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Russell G.,Kerr,/0000-0002-2557-4321,,,,,,  ,,
10.1039/d1ra04943g,2021-01-01,Jennifer,Melanson,0000-0002-7491-3705,CHEMISTRY AND BIOCHEMISTRY,Mount Allison University,Sackville,New Brunswick,CA,Stephen A.,Westcott,/0000-0002-5324-2295,,,,,,  ,,
10.1177/0844562119846274,2019-04-26,Louise,Wasylkiw,0000-0003-2471-0229,Psychology,Mount Allison University,Sackville,NB,CA,Elise S.,Vaillancourt,,"Department of Psychology, Mount Allison University, Sackville, New Brunswick, Canada",,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Stephanie L.,Gilbert,/0000-0003-4524-1687,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Jennifer K.,Dimoff,/0000-0001-5166-4534,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,E.,Kevin Kelloway,/0000-0001-9979-7344,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Tabatha,Thibault,/0000-0002-6594-5393,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Rachael,Jones-Chick,/0000-0001-6733-9154,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Vanessa,Myers,/0000-0002-0863-3019,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Jacqueline,Shaw,,,,,,,  ,,
10.1007/s41542-024-00202-1,2024-08-29,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Susan,Myrden,/0000-0002-0214-5057,,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Duygu,Biricik Gulseren,/0000-0003-0039-7354,School of Human Resource Management York University Toronto Ontario Canada,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Tabatha,Thibault,/0000-0002-6594-5393,Department of Psychology Saint Mary's University Halifax Nova Scotia Canada,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,E. Kevin,Kelloway,/0000-0001-9979-7344,Department of Psychology Saint Mary's University Halifax Nova Scotia Canada,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Mike,Teed,/0000-0002-7727-9068,Department of Business Bishop's University Sherbrooke Quebec Canada,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Stephanie,Gilbert,/0000-0003-4524-1687,Shannon School of Business Cape Breton University Sydney Nova Scotia Canada,,,,,  ,,
10.1002/cjas.1640,2021-08-06,Jane,Mullen,0000-0002-6897-9572,Commerce,Mount Allison University,Sackville,NB,CA,Jennifer K.,Dimoff,/0000-0001-5166-4534,Telfer School of Management University of Ottawa Ottawa Ontario Canada,,,,,  ,,
10.1007/s11142-021-09664-y,2022-04-21,Carol,Pomare,0000-0002-4204-7355,,Mount Allison University,Sackville,NB,CA,Rajiv D.,Banker,,,,,,,  ,,
10.1007/s11142-021-09664-y,2022-04-21,Carol,Pomare,0000-0002-4204-7355,,Mount Allison University,Sackville,NB,CA,Xinjie,Ma,,,,,,,  ,,
10.1007/s11142-021-09664-y,2022-04-21,Carol,Pomare,0000-0002-4204-7355,,Mount Allison University,Sackville,NB,CA,Yue,Zhang,,,,,,,  ,,
10.1016/j.bar.2020.100922,2021-01-01,Carol,Pomare,0000-0002-4204-7355,,Mount Allison University,Sackville,NB,CA,Paul A.,Griffin,,,,,,,  ,,
10.1016/j.bar.2020.100922,2021-01-01,Carol,Pomare,0000-0002-4204-7355,,Mount Allison University,Sackville,NB,CA,"David, H.",Lont,,,,,,,  ,,
10.1111/jfb.15996,2024-11-24,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Sean,Andrew,,Department of Biology Mount Allison University  New Brunswick Canada,,,,,  ,,
10.1111/jfb.15996,2024-11-24,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Suzanne,Currie,,Department of Biology University of British Columbia Okanagan  Kelowna British Columbia Canada,,,,,  ,,
10.1111/jfb.15996,2024-11-24,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Andrea Jane,Morash,/0000-0001-6161-9999,Department of Biology Mount Allison University  New Brunswick Canada,,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Sean,Andrew,,"Mount Allison University Department of Biology, , 62 York St., Sackville, NB E4L 1G7, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Sula,Swart,,"Mount Allison University Department of Biology, , 62 York St., Sackville, NB E4L 1G7, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Stephanie,McKenna,,"Mount Allison University Department of Biology, , 62 York St., Sackville, NB E4L 1G7, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Jenna,Morissette,,"Mount Allison University Department of Biology, , 62 York St., Sackville, NB E4L 1G7, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Carole-Anne,Gillis,,"Gespe’gewa’gi Institute of Natural Understanding , 1 Marshall Way, Listuguj, QC, G0C 2R0, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Tommi,Linnansaari,,"University of New Brunswick Department of Biology, Faculty of Forestry and Environmental Sciences, and Canadian Rivers Institute, , 28 Dineen Drive, Fredericton, NB, E3B 5A3, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Suzanne,Currie,,"Acadia University Department of Biology, , 33 Westwood Avenue, Wolfville, NS, B4P 2R6, Canada",,,,,  ,,
10.1093/conphys/coae007,2024-01-01,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Andrea J,Morash,/0000-0001-6161-9999,"Mount Allison University Department of Biology, , 62 York St., Sackville, NB E4L 1G7, Canada",,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,K.,Alter,/0000-0002-1801-748X,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,A. J.,Morash,/0000-0001-6161-9999,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,S. J.,Andrewartha,/0000-0003-1973-9502,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,S.,Andrew,/0000-0002-8702-9759,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,T. D.,Clark,/0000-0001-8738-3347,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,N. G.,Elliott,/0000-0003-4635-2143,,,,,,  ,,
10.1007/s00360-021-01388-4,2021-07-18,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,P. B.,Frappell,/0000-0001-6528-5447,,,,,,  ,,
10.1111/jfb.14655,2021-02-04,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Andrea J.,Morash,/0000-0001-6161-9999,Department of Biology Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1111/jfb.14655,2021-02-04,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Ben,Speers‐Roesch,,Department of Biological Sciences University of New Brunswick Saint John New Brunswick Canada,,,,,  ,,
10.1111/jfb.14655,2021-02-04,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Sean,Andrew,,Department of Biology Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1111/jfb.14655,2021-02-04,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Suzanne,Currie,,Department of Biology Acadia University Wolfville Nova Scotia Canada,,,,,  ,,
10.1111/jfb.14348,2020-05-25,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Jenna,Morissette,,Department of Biology Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1111/jfb.14348,2020-05-25,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Sula,Swart,,Department of Biology Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1111/jfb.14348,2020-05-25,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Tyson J.,MacCormack,,Department of Chemistry and Biochemistry Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1111/jfb.14348,2020-05-25,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Suzanne,Currie,,Deptartment of Biology Acadia University Wolfville Nova Scotia Canada,,,,,  ,,
10.1111/jfb.14348,2020-05-25,Andrea,Morash,0000-0001-6161-9999,Biology,Mount Allison University,Sackville,NB,CA,Andrea J.,Morash,/0000-0001-6161-9999,Department of Biology Mount Allison University Sackville New Brunswick Canada,,,,,  ,,
10.1080/02723646.2021.1936790,2021-06-20,Jeff,Ollerhead,0000-0002-0265-9402,Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Robin,Davidson-Arnott,/0000-0002-3890-2291,"Department of Geography, Environment & Geomatics, University of Guelph, Guelph, ON, Canada",,,,,  ,,
10.3390/zoonoticdis4010004,2024-01-22,Mario,Levesque,0009-0009-1333-5866,Politics & International Relations,Mount Allison University,Sackville,New Brunswick,CA,Marilyn,Cox,/0000-0003-0465-7467,"School of Rehabilitation Therapy, Queen’s University, Louise D Acton Building, 31 George Street, Kingston, ON K7L 3N6, Canada",,,,,  ,,
10.1017/can.2024.33,2024-02-01,Stephen,Inkpen,0000-0003-4824-5632,Philosophy ,Mount Allison University,Sackville,New Brunswick,CA,S. Andrew,Inkpen,/0000-0003-4824-5632,,,,,,  ,,
10.3998/ptpbio.16039257.0013.001,2021-03-02,Stephen,Inkpen,0000-0003-4824-5632,Philosophy ,Mount Allison University,Sackville,New Brunswick,CA,S. Andrew,Inkpen,,,,,,,  ,,
10.3998/ptpbio.16039257.0013.001,2021-03-02,Stephen,Inkpen,0000-0003-4824-5632,Philosophy ,Mount Allison University,Sackville,New Brunswick,CA,W. Ford,Doolittle,,,,,,,  ,,
10.1080/21550085.2020.1848182,2020-05-03,Stephen,Inkpen,0000-0003-4824-5632,Philosophy ,Mount Allison University,Sackville,New Brunswick,CA,S. Andrew,Inkpen,,"Mount Allison University, Sackville, NS, Canada",,,,,  ,,
10.1080/21550085.2020.1848182,2020-05-03,Stephen,Inkpen,0000-0003-4824-5632,Philosophy ,Mount Allison University,Sackville,New Brunswick,CA,C. Tyler,DesRoches,/0000-0002-7318-6948,"Arizona State University, Tempe, AZ, USA",,,,,  ,,
10.1111/ssqu.13252,2023-03-06,Casey,Pender,0000-0003-3492-3367,,Mount Allison University,Sackville,New Brunswick,CA,Vincent,Geloso,,Department of Economics George Mason University  Fairfax Virginia USA,,,,,  ,,
10.1139/cjb-2024-0082,2025-01-01,Mireille,Savoie,0009-0009-9499-6657,,Mount Allison University,Sackville,New Brunswick,CA,Sylwia,Śliwińska-Wilczewska,/0000-0002-3147-6605,,,,,,  ,,
10.1139/cjb-2024-0082,2025-01-01,Mireille,Savoie,0009-0009-9499-6657,,Mount Allison University,Sackville,New Brunswick,CA,Douglas A.,Campbell,/0000-0001-8996-5463,Mount Allison University,,,,,  ,,
10.1007/s12144-020-01155-8,2020-10-31,Doruk,Uysal Irak,0000-0002-8011-6497,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Seren,Saltoğlu,,,,,,,  ,,
10.31828/tpy1301996120190516m000017,2020-06-30,Doruk,Uysal Irak,0000-0002-8011-6497,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Seren,Saltoğlu Doruk,,,,,,,  ,,
10.31828/tpy1301996120190516m000017,2020-06-30,Doruk,Uysal Irak,0000-0002-8011-6497,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Uysal,Irak,,,,,,,  ,,
10.1007/s11199-019-01035-x,2019-03-22,Doruk,Uysal Irak,0000-0002-8011-6497,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Kübra,Kalkışım,,,,,,,  ,,
10.1007/s11199-019-01035-x,2019-03-22,Doruk,Uysal Irak,0000-0002-8011-6497,Psychology,Mount Allison University,Sackville,New Brunswick,CA,Muazzez,Yıldırım,,,,,,,  ,,
10.1139/facets-2024-0170,2025-01-01,William Millar,Chapman,0009-0002-1105-9393,Geography and the Environment,Mount Allison University,Sackville,New Brunswick,CA,William,Chapman,/0009-0002-1105-9393,Mount Allison University,,,,,  ,,
10.1139/facets-2024-0170,2025-01-01,William Millar,Chapman,0009-0002-1105-9393,Geography and the Environment,Mount Allison University,Sackville,New Brunswick,CA,Gordon,Francis,,Elsipogtog First Nation,,,,,  ,,
10.1139/facets-2024-0170,2025-01-01,William Millar,Chapman,0009-0002-1105-9393,Geography and the Environment,Mount Allison University,Sackville,New Brunswick,CA,Joshua,Kurek,/0000-0003-4590-4823,Mount Allison University,,,,,  ,,
10.5840/jpd202331518,2023-01-01,Jane,Dryden,0009-0005-5155-3902,Philosophy Department,Mount Allison University,Sackville,New Brunswick,CA,,,,,,,,,  ,,
10.15173/ijsap.v8i2.5590,2024-10-15,Christelinda,Laureijs,0009-0006-0361-9396,Biology,Mount Allison University,Sackville,New Brunswick,CA,Matthew,Dunleavy,,,,,,,  ,,
10.15173/ijsap.v8i2.5590,2024-10-15,Christelinda,Laureijs,0009-0006-0361-9396,Biology,Mount Allison University,Sackville,New Brunswick,CA,Susan,Andrews,,,,,,,  ,,
10.15173/ijsap.v8i2.5590,2024-10-15,Christelinda,Laureijs,0009-0006-0361-9396,Biology,Mount Allison University,Sackville,New Brunswick,CA,Carla,VanBeselaere,0009-0007-2095-4142,,Mount Allison University,Sackville,New Brunswick,CA,Sackville New Brunswick CA,46.00015,-64.38205
10.15173/ijsap.v8i2.5590,2024-10-15,Christelinda,Laureijs,0009-0006-0361-9396,Biology,Mount Allison University,Sackville,New Brunswick,CA,Shannon,Goguen,,,,,,,  ,,
10.15173/ijsap.v8i2.5590,2024-10-15,Christelinda,Laureijs,0009-0006-0361-9396,Biology,Mount Allison University,Sackville,New Brunswick,CA,Denise,Roy-Loar,,,,,,,  ,,
10.1386/jcs_00121_2,2025-04-01,Anne,Koval,0009-0003-4419-891X,Fine Arts,Mount Allison University,Sackville,New Brunswick,CA,Taryn,Sirove,/0009-0003-6230-0770,Academic Editor,,,,,  ,,
10.1386/jcs_00121_2,2025-04-01,Anne,Koval,0009-0003-4419-891X,Fine Arts,Mount Allison University,Sackville,New Brunswick,CA,Andrea,Terry,/0009-0003-8864-8601,ISNI: 0000000419367363 St. Francis Xavier University,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Darja,Beinenson,,,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Jacqueline,Joyce,,,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Hillary,Henderson,,,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Jeena,Patel,,,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Gracie,Frericks,,,,,,,  ,,
10.1101/2025.09.25.25336447,2025-10-02,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,John N.,Constantino,,,,,,,  ,,
10.1016/j.jaad.2025.10.013,2025-10-01,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Eva,Shelton,,,,,,,  ,,
10.1016/j.jaad.2025.10.013,2025-10-01,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Janmesh,Patel,,,,,,,  ,,
10.1016/j.jaad.2025.10.013,2025-10-01,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Mitchell A.,Taylor,,,,,,,  ,,
10.1016/j.jaad.2025.10.013,2025-10-01,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Zachary,Kwapnoski,,,,,,,  ,,
10.1016/j.jaad.2025.10.013,2025-10-01,JAYKUMAR MAHENDRAKUMAR,PATEL,0009-0003-3131-589X,,Mount Allison University,Sackville,New Brunswick,CA,Yaohui G.,Xu,/0009-0006-2486-1413,,,,,,  ,,
